,id_movie,name
6112,6171,Lawrence Kasdan
6113,13691,Francis Glebas
6114,11523,Bruno Barreto
6116,14675,Leo McCarey
6117,2525,John Huston
6118,57447,Pupi Avati
6119,42695,Vilgot Sjöman
6120,49845,Robert Bresson
6121,18992,Harold D. Schuster
6122,29912,Henry Koster
6123,28881,Carroll Ballard
6124,80243,Jia Zhangke
6125,10782,John McTiernan
6126,9341,Jon Amiel
6127,9776,Chris Rock
6128,10735,Dennie Gordon
6129,16425,Robert Duvall
6130,25461,Peter Sollett
6131,51927,Steve James
6132,12516,Akira Kurosawa
6132,12516,Ishirô Honda
6133,1675,François Truffaut
6134,62184,Tim Blake Nelson
6135,17057,Nicholas Ray
6136,41938,Michael Crichton
6137,79615,Daniel Petrie
6138,40718,Edward Ludwig
6139,42178,William Richert
6140,203252,Damian Pettigrew
6141,6016,Neil Jordan
6142,8409,F. Gary Gray
6143,1817,Joel Schumacher
6144,284096,Josée Dayan
6145,11299,Shinichiro Watanabe
6146,17995,George Gallo
6147,21052,Ed Solomon
6148,7294,Aki Kaurismäki
6149,9506,Peter Segal
6150,14290,Justin Lin
6151,24982,James Cameron
6152,2662,Rob Zombie
6153,12093,Lukas Moodysson
6154,18941,Wiebke von Carolsfeld
6155,42383,Austin Chick
6156,11817,Paul Hunter
6157,24621,Linda Mendoza
6158,13370,Christopher Guest
6159,8326,Andrew Davis
6160,13411,John Whitesell
6161,11516,Jacques Perrin
6162,10180,Anders Thomas Jensen
6163,994,Sam Peckinpah
6164,66918,Bert I. Gordon
6165,10514,Robert Wise
6166,14237,John Flynn
6167,1714,François Truffaut
6168,14308,Sam Jones
6169,41461,John Frankenheimer
6170,9930,Ivan Reitman
6171,32083,Arthur Hiller
6172,107569,Henry Winkler
6173,16651,Mitch Davis
6174,57565,Malcolm Mowbray
6175,108553,Carl Reiner
6176,12661,Herbert Ross
6177,29355,Michael Ritchie
6178,24961,Sidney Lumet
6179,26866,Philippe de Broca
6180,31633,Jerry Rees
6181,20978,Gérard Lauzier
6182,47762,Paul Mazursky
6183,47329,John Erman
6184,10743,James Foley
6185,2832,James Mangold
6186,31459,Fred Schepisi
6187,19153,Rick de Oliveira
6188,31932,Matt Dillon
6189,38868,Ted Demme
6189,38868,Richard LaGravenese
6190,72996,Andrei Konchalovsky
6191,15098,Jordan Melamed
6192,11458,Daniel Algrant
6193,16636,Jeffrey Blitz
6194,18736,Jim Fall
6195,36658,Bryan Singer
6196,46989,Karen Moncrieff
6197,20689,John Malkovich
6198,13438,Bahman Ghobadi
6199,15394,Richard Kwietniowski
6200,10708,Steve Carr
6201,22016,Patrice Leconte
6202,85472,D.A. Pennebaker
6202,85472,Chris Hegedus
6203,22958,Neil LaBute
6204,15850,Miles Swain
6205,251053,Alfredo De Villa
6206,10989,Baltasar Kormákur
6207,1816,Richard Attenborough
6208,42017,Julien Temple
6209,17667,Stan Lathan
6210,17464,Sam Firstenberg
6211,15259,Joel Silberg
6212,10515,Hayao Miyazaki
6213,45069,Mira Nair
6214,117269,Joel Silberg
6215,21024,Alan Rudolph
6216,42792,Edward Dmytryk
6217,43232,George Cukor
6218,22201,John Sturges
6219,11424,Charles Walters
6220,34857,George Sidney
6221,604,Lilly Wachowski
6221,604,Lana Wachowski
6222,55616,Guy Maddin
6223,10720,Peyton Reed
6224,51230,Stephen Kijak
6224,51230,Angela Christlieb
6225,23423,Kristen Coury
6226,1555,Cédric Klapisch
6227,33875,Jim Malone
6227,33875,Kunihiko Yuyama
6228,310,Tom Shadyac
6229,5146,Andrew Fleming
6230,30055,AJ Schnack
6231,12544,Emanuele Crialese
6232,12,Andrew Stanton
6233,9654,F. Gary Gray
6234,9902,Rob Schmidt
6235,2260,Andrew Jarecki
6236,61939,Aluizio Abranches
6237,18385,Chen Kaige
6238,584,John Singleton
6239,39125,Peter Sehr
6240,1088,Niki Caro
6241,5921,Henry Hathaway
6242,47423,John Woo
6243,49798,Gillies MacKinnon
6244,43239,Rouben Mamoulian
6245,32140,Norman Tokar
6246,14676,Elliot Silverstein
6247,78281,Laetitia Masson
6248,21717,George Sherman
6249,29425,George A. Romero
6250,28503,Francis Ford Coppola
6251,59950,Marcel Carné
6252,5920,Lee H. Katzin
6253,51391,Jean-Xavier de Lestrade
6254,26593,Howard Hawks
6255,50285,John Polson
6256,33564,Sydney Pollack
6256,33564,Frank Perry
6257,43361,Federico Fellini
6258,6646,Byron Haskin
6259,29514,George A. Romero
6259,29514,Dario Argento
6260,38720,Charles Walters
6261,147729,Jamie Uys
6262,38732,Anthony Mann
6263,15462,Michael Schultz
6264,22386,Robert Mulligan
6265,43828,George Marshall
6266,11145,Sydney Pollack
6267,32328,Joseph Barbera
6267,32328,Abe Levitow
6267,32328,William Hanna
6268,47715,Federico Fellini
6269,29586,Bryan Forbes
6270,12629,Christian Duguay
6271,111815,James Ivory
6272,25381,James Neilson
6273,38800,Andrew V. McLaglen
6274,21027,Andrew V. McLaglen
6275,37264,Barnet Kellman
6276,11890,John Landis
6277,36807,Randall Miller
6278,18721,Anthony Mann
6279,37662,Lionel Jeffries
6280,11916,Don Siegel
6281,14551,Anthony Mann
6282,34759,D.A. Pennebaker
6283,51426,Raoul Walsh
6284,42986,Vincente Minnelli
6285,26317,Dziga Vertov
6286,43490,Raoul Walsh
6287,40683,George Waggner
6288,8092,Michael Caton-Jones
6289,18200,Henry Hathaway
6290,15925,Walter Grauman
6291,32087,Robert Aldrich
6292,290,Joel Coen
6293,11463,Guy Hamilton
6294,2470,Fernando Trueba
6295,42640,Raoul Walsh
6296,44043,Fritz Lang
6297,30462,Michael Curtiz
6298,1403,Ralph Nelson
6299,10243,Robert Aldrich
6300,42541,Mark Robson
6301,37103,John Huston
6302,46059,Peter Yates
6303,40085,Martin Ritt
6304,47684,Robert J. Flaherty
6305,2263,Costa-Gavras
6306,6523,Henry Hathaway
6307,2527,Claude Chabrol
6308,18780,Lewis Gilbert
6309,19728,John Guillermin
6310,26205,Henry Hathaway
6311,3009,Orson Welles
6312,6643,John Huston
6313,18972,Andrew V. McLaglen
6314,53380,Steve Yeager
6315,14817,Brian Robbins
6316,41426,Derek Jarman
6317,41791,Mira Nair
6318,49842,Henri-Georges Clouzot
6319,41670,Sidney Lumet
6320,30708,Andrew V. McLaglen
6321,38765,Andrew V. McLaglen
6322,29627,David Drury
6323,98984,Wayne Wang
6324,36372,Bob Swaim
6325,30529,Francesco Rosi
6326,24073,Donald Petrie
6327,2071,Wolfgang Petersen
6328,43516,Henry King
6329,33638,John Huston
6330,57476,Lucas Reiner
6331,32489,George Roy Hill
6332,48864,John Boorman
6333,10152,Troy Miller
6334,31246,Robert Iscove
6335,11375,Ron Shelton
6336,20694,Norton Virgien
6336,20694,John Eng
6337,16311,Scott Roberts
6338,24985,Thaddeus O'Sullivan
6339,18300,Danièle Thompson
6340,55735,Bryan Lewis
6341,185465,Eric Eason
6342,210728,Julia Montejo
6342,210728,Jesus Nebot
6343,39088,Pavel Lungin
6344,17813,Rob Reiner
6345,94996,Jed Weintrob
6346,42995,Blake Edwards
6347,115665,Mariano Barroso
6348,4708,René Clément
6349,35068,Peter Yates
6350,42511,D.W. Griffith
6351,35669,Alan Gibson
6352,49584,Emma-Kate Croghan
6353,170,Danny Boyle
6354,9471,McG
6355,12800,Monica Stambrini
6356,44562,Jonathan Wacks
6357,9581,Wai Ka-Fai
6357,9581,Johnnie To
6358,117179,Rick Rosenthal
6359,15486,Robert Connolly
6360,216,Rainer Werner Fassbinder
6361,47676,Michael Steinberg
6362,45139,John Kirsh
6362,45139,Peter Sykes
6363,44736,Jack Cardiff
6364,18569,John Cromwell
6365,113739,Clark L. Paylow
6366,52758,Fritz Lang
6367,38171,Anatole Litvak
6368,61225,Arthur Hiller
6369,18886,John Milius
6370,24109,Ted Kotcheff
6371,19957,Richard Thorpe
6372,42176,Howard Zieff
6373,39231,Howard Hawks
6374,18722,Fred Schepisi
6375,43039,Jules Dassin
6376,40634,Martin Ritt
6377,20645,Akira Kurosawa
6378,33454,George Sidney
6379,19753,Bud Yorkin
6380,48451,Melvin Frank
6381,11482,Roman Polanski
6382,70912,Leslie Megahey
6383,42492,Irvin Kershner
6384,6949,Peter Bogdanovich
6385,1927,Ang Lee
6386,10327,Charles Herman-Wurmfeld
6387,14411,Patrick Gilmore
6387,14411,Tim Johnson
6388,296,Jonathan Mostow
6389,302,François Ozon
6390,22,Gore Verbinski
6391,46993,Karim Aïnouz
6392,8698,Stephen Norrington
6393,554,Aleksandr Rogozhkin
6394,61545,Eitan Gorlin
6395,34840,Claude Berri
6396,17920,Tim Fywell
6397,40947,Juan Luis Iborra
6397,40947,Yolanda García Serrano
6398,32235,Michael Polish
6399,8961,Michael Bay
6400,17403,Clare Kilner
6401,9486,Peter Howitt
6402,20439,Jordan Susman
6403,3472,Stephen Frears
6404,35265,Matteo Garrone
6405,25921,Alex Proyas
6406,24259,Lucas Belvaux
6407,41453,Kei Kumai
6408,68927,John Gray
6409,11894,John Hughes
6410,20726,Duwayne Dunham
6411,24558,Bob Clark
6412,12649,Jack Arnold
6413,44916,Delmer Daves
6414,24356,Larry Charles
6415,1996,Jan de Bont
6416,4464,Gary Ross
6417,12279,Robert Rodriguez
6418,9104,Gregor Jordan
6419,33339,Todd Graff
6420,47232,Mike Figgis
6421,71714,Antonio Serrano
6422,54580,Fernando León de Aranoa
6423,4613,Gavin Grazer
6424,12530,Billy Wilder
6425,45096,Duncan Gibbins
6426,21882,Burt Reynolds
6427,29805,Richard Lester
6428,24993,Albert Pyun
6429,53021,Billy Wilder
6430,430,Billy Wilder
6431,123833,Sandra Werneck
6432,5185,Billy Wilder
6433,10553,Guy Hamilton
6434,21512,David Webb Peoples
6435,21449,Woody Allen
6435,21449,Senkichi Taniguchi
6436,4984,Joseph Sargent
6437,8273,Jesse Dylan
6438,8046,Martin Brest
6439,50350,Claude Lelouch
6440,287811,Phillip J. Bartell
6440,287811,Brian Sloan
6440,287811,Erich Müller
6440,287811,Alan Brown
6441,48967,Craig Ferguson
6442,8094,Peter Mullan
6443,26195,Alan Rudolph
6444,10330,Mark Waters
6445,125952,Julie Lopes-Curval
6446,9257,Clark Johnson
6447,9499,James Ivory
6448,17180,Shinsuke Sato
6449,15292,Dana Brown
6450,12491,Pier Paolo Pasolini
6451,41660,Arthur Borman
6452,78041,John Cassavetes
6453,27814,Frank Henenlotter
6454,41206,George Cukor
6455,33954,Pier Paolo Pasolini
6456,48364,Arthur Hiller
6457,71010,Alan Ari Lazar
6458,23395,Lewis Milestone
6459,47278,Karl Slovin
6460,24192,Pier Paolo Pasolini
6461,10237,Leonard Kastle
6462,833,Vittorio De Sica
6463,26755,Joe Berlinger
6463,26755,Bruce Sinofsky
6464,42470,Mike Nichols
6465,3101,Lawrence Kasdan
6466,6466,Ronny Yu
6467,20210,Casey La Scala
6468,2055,Kevin Costner
6469,11770,Stephen Chow
6470,14926,Boaz Yakin
6471,2771,Robert Pulcini
6471,2771,Shari Springer Berman
6472,1778,Paul Hough
6473,44408,Delphine Gleize
6474,54390,Dan Ireland
6475,10923,Harald Zwart
6476,17745,Jonathan Prince
6477,79888,Bill Duke
6478,114776,Lynn Roth
6479,21989,Peter Markle
6480,18573,André De Toth
6481,37451,Mark Robson
6482,41759,John Lafia
6483,37227,George P. Cosmatos
6484,48791,Gabriel Axel
6485,80047,Gonzalo Suárez
6486,41944,Damian Harris
6487,8992,Rob Reiner
6488,35371,David Winters
6489,19053,Martha Coolidge
6490,11206,Terence Young
6491,49762,Jay Craven
6492,30970,Michael Haneke
6493,13154,Mark L. Lester
6494,18148,Yasujirō Ozu
6495,54898,Éric Rohmer
6496,636,George Lucas
6497,3055,Mark Robson
6498,40920,Sherman Alexie
6499,54986,Im Kwon-taek
6500,43048,Ronald Neame
6501,11898,Robert Hamer
6502,26225,Edward Burns
6503,14881,John Sturges
6504,26198,Michael Mann
6505,35072,Ishirô Honda
6506,43226,Ishirô Honda
6507,44585,Bert I. Gordon
6508,35073,Eugène Lourié
6509,9051,Blake Edwards
6510,9362,Ron Underwood
6511,19542,Emeric Pressburger
6511,19542,Michael Powell
6512,120683,Michael Apted
6513,936,Blake Edwards
6514,12268,Blake Edwards
6515,10999,Mark L. Lester
6516,33521,John Badham
6517,4593,Luis Buñuel
6518,34044,William Gazecki
6519,12276,Zhang Yimou
6520,3782,Akira Kurosawa
6521,36629,James Robinson
6522,2891,Jane Campion
6523,12722,Christian Frei
6524,41806,Carlos Saura
6525,143795,Anand Patwardhan
6526,38304,André Téchiné
6527,26246,Michael Apted
6528,124839,Michael Benson
6529,20815,Volker Schlöndorff
6530,19433,J.T.S. Moore
6531,99006,Julia Query
6531,99006,Vicky Funari
6532,48464,Jeremy Thomas
6533,7504,Deepa Mehta
6534,513,Deepa Mehta
6535,6619,Luchino Visconti
6536,32316,Richard Benjamin
6537,10610,Gordon Chan
6538,2830,David Zucker
6539,15920,Vladimír Michálek
6540,21413,Kyle Rankin
6540,21413,Efram Potelle
6541,38874,Agustín Díaz Yanes
6542,16405,Milčo Mančevski
6543,33255,Helen Stickler
6544,178675,Gabrielle Baur
6545,99648,Diego Lerman
6546,11351,Victor Salva
6547,333,Deepa Mehta
6548,30246,Neema Barnette
6549,112961,Alan Hruska
6550,22200,Shane Meadows
6551,2722,Emilio Martínez Lázaro
6552,27090,Ben Coccio
6553,13778,Sam Weisman
6554,9616,Brian Helgeland
6555,55015,Paul F. Ryan
6556,1415,Randy Barbato
6556,1415,Fenton Bailey
6557,31094,István Szabó
6558,11547,Eli Roth
6559,7270,Ridley Scott
6560,1428,Robert Rodriguez
6561,17906,Greg Pritikin
6562,153,Sofia Coppola
6563,66111,Adam Mason
6564,33320,Satoshi Kon
6565,15136,Corey Yuen Kwai
6566,61054,Tony Randel
6567,4703,Peter Bogdanovich
6568,29507,Doris Dörrie
6569,27590,Jeff Kanew
6570,52734,Larry Peerce
6571,14603,Bruce A. Evans
6572,10617,Tsui Hark
6573,10618,Tsui Hark
6574,10619,Tsui Hark
6575,11293,Peter Bogdanovich
6576,36759,Michael Schultz
6577,38960,Bille August
6578,19383,Peter Bogdanovich
6579,53650,George Englund
6580,40775,James Ivory
6581,9584,Sam Peckinpah
6582,8408,George A. Romero
6583,14030,Gene Kelly
6584,49685,Manoel de Oliveira
6585,2687,John Carpenter
6586,16323,Mark Rydell
6587,39859,Richard Fleischer
6589,74585,Vittorio De Sica
6590,23325,Hal Walker
6591,16790,Matthew Robbins
6592,31579,Larry Cohen
6593,40353,Tibor Takács
6594,23033,Zoltan Korda
6595,19064,Howard Storm
6596,34564,Alan Smithee
6596,34564,Michael Gottlieb
6597,25241,Jeff Lieberman
6598,43041,Michael Curtiz
6599,28942,David Cronenberg
6600,37025,William Keighley
6601,10739,Woody Allen
6602,12767,Mike Figgis
6603,22309,Jonathan Lynn
6604,13156,Tim McCanlies
6605,277,Len Wiseman
6606,9707,Don Coscarelli
6607,38244,John Sayles
6608,24488,Olivier Assayas
6610,20321,Nick Willing
6611,36791,Michael Winterbottom
6612,61401,Tom Piozet
6613,17614,Eytan Fox
6614,7288,Danny DeVito
6615,10159,Peter Berg
6616,10934,Audrey Wells
6618,54243,Stuart Gillard
6619,5653,Eric Till
6620,321,Émile Gaudreault
6621,20,Isabel Coixet
6622,18113,Scott Hillenbrand
6622,18113,David Hillenbrand
6623,5168,Nicolas Philibert
6624,9662,Sylvain Chomet
6625,837,David Cronenberg
6626,20303,Stephanie Black
6627,19666,Ashutosh Gowariker
6628,821,Stanley Kramer
6629,41834,Xavier Koller
6630,37672,Robert Mulligan
6631,1358,Errol Morris
6632,2200,Frank Beyer
6633,11475,Aki Kaurismäki
6634,776,Jean Renoir
6635,40440,Peter Clifton
6635,40440,Joe Massot
6636,16563,Stanley Donen
6637,11703,Hector Babenco
6638,891,Alan J. Pakula
6639,83714,Martha Coolidge
6640,12531,Gilles Mimouni
6641,10881,Mamoru Oshii
6642,11832,Gabriel Axel
6643,51300,Nikita Mikhalkov
6644,11806,Brian Levant
6645,10438,Rod Daniel
6646,36349,Harley Cokeliss
6647,650,John Singleton
6648,10337,Barry Levinson
6649,8446,Alan Parker
6650,42570,Jeremy Kagan
6651,9874,George P. Cosmatos
6652,11477,Álex de la Iglesia
6653,37753,Alan J. Pakula
6654,29161,Dario Argento
6655,21627,Sam Raimi
6656,9501,Christophe Gans
6657,49291,Tsui Hark
6658,4543,Terry Gilliam
6658,4543,Terry Jones
6659,11046,Brian G. Hutton
6660,11707,Richard Tuggle
6661,7442,Joseph Ruben
6662,14425,Hart Bochner
6663,6723,Clint Eastwood
6664,13343,Alan Rafkin
6665,16969,Richard Benjamin
6666,11338,John Landis
6667,13339,Phil Joanou
6668,28761,Clint Eastwood
6669,25237,Elem Klimov
6670,41780,Bill Duke
6671,9871,John Fawcett
6672,33258,Bill L. Norton
6673,71940,Maggie Greenwald
6674,26850,Simon Moore
6675,70709,John Mackenzie
6676,36855,Edward Montagne
6677,20238,Alan Rafkin
6678,33783,Adam Bernstein
6679,163549,John Trent
6680,47898,Allan Moyle
6681,19171,David Miller
6682,48345,David Seltzer
6683,11364,Mike Nichols
6684,38135,Gene Cajayon
6685,55950,Glenn Gordon Caron
6686,39916,Luigi Cozzi
6687,31634,Edgar G. Ulmer
6688,43739,Leo McCarey
6689,45203,Laurence Fishburne
6690,14874,Jeffrey Porter
6691,32082,Arthur Hiller
6692,25269,Howard Deutch
6693,29449,Robert Altman
6694,37943,Nicolas Roeg
6695,33633,David Mamet
6696,86763,Mick Jackson
6697,78146,Norman Mailer
6698,88641,Floyd Mutrux
6699,30315,John 'Bud' Cardos
6700,13765,Ronald Neame
6701,12772,Richard Pearce
6702,47866,Allison Anders
6703,18900,Richard Brooks
6704,73265,Ron Casden
6705,17744,James B. Harris
6706,62124,Jean-Pierre Denis
6707,3087,Michael Curtiz
6708,14282,Yoshiaki Kawajiri
6709,11502,Roman Polanski
6710,29451,William Dieterle
6711,21219,Michael Karbelnikoff
6712,116094,Eric Byler
6713,2116,Carl Franklin
6714,1584,Richard Linklater
6715,28236,David Leland
6716,40945,Thom Fitzgerald
6717,19555,Lab Ky Mo
6718,2056,Tom McCarthy
6719,4997,James Cox
6720,8439,Felipe Lacerda
6720,8439,José Padilha
6721,322,Clint Eastwood
6722,21765,John Robert Hoffman
6723,11059,Uwe Boll
6724,11775,Joel Coen
6725,24,Quentin Tarantino
6726,54973,Mark Decena
6727,10930,Claude Chabrol
6728,21059,Richard Day
6729,49475,Jacques Nolot
6730,11329,Gary Fleder
6731,9373,Marcus Nispel
6732,1550,Peter Hedges
6733,5493,Takashi Yamazaki
6734,28200,Christine Jeffs
6735,10629,Joel Schumacher
6736,10944,Jane Campion
6737,9839,Martin Campbell
6738,13920,Mike Tollin
6739,4256,David Zucker
6740,10009,Aaron Blaise
6740,10009,Robert Walker
6741,1807,Gus Van Sant
6742,33343,Todd Stephens
6743,30141,Keith Gordon
6744,10536,Peter Collinson
6745,14157,Graham Baker
6746,67809,Jane Anderson
6747,42044,Claude Lanzmann
6748,37922,P.J. Hogan
6749,1376,Ken Loach
6750,31397,Albert Pyun
6751,50374,John Frankenheimer
6752,96171,William Reilly
6753,20312,Bob Gale
6754,59809,Lamont Johnson
6755,135890,Mark Frost
6756,64945,Christopher Cain
6757,2348,Leonard Nimoy
6758,44591,Edward Ludwig
6759,10389,Danny Pang
6759,10389,Oxide Pang Chun
6760,18979,Brian Clemens
6761,31206,Alfred E. Green
6762,28658,Sidney Lanfield
6763,3117,Terence Fisher
6764,20684,Stuart Urban
6765,27450,Bernard Rose
6766,26643,Bert I. Gordon
6767,62327,Michael Hoffman
6768,897,Satyajit Ray
6769,42522,Peter Fonda
6770,11657,Jean-Pierre Melville
6771,224,Andrzej Wajda
6772,27117,John Rawlins
6773,50553,Roy William Neill
6774,44383,Roy William Neill
6775,78331,Richard Quine
6776,10922,Robert Benton
6777,43708,Mark Rucker
6778,240177,Trace Fraim
6778,240177,Michael Covert
6779,51707,Liz Garbus
6780,30349,Jeffrey Wolf
6780,30349,Robert Capelli Jr.
6781,13537,Billy Ray
6782,28446,John D. Hancock
6783,605,Lilly Wachowski
6783,605,Lana Wachowski
6784,33222,Kim Bartley
6784,33222,Donnacha O'Briain
6785,10719,Jon Favreau
6786,266741,Robert Cary
6787,23995,Philip Boston
6788,1277,Rolf Schübel
6789,1836,Marina de Van
6791,508,Richard Curtis
6792,197563,Rodolphe Marconi
6793,11846,Charles Shyer
6794,50314,Nathaniel Kahn
6795,10715,Joe Dante
6796,8619,Peter Weir
6797,21525,Lauren Lazin
6798,14892,Steve Anderson
6799,12146,Ron Howard
6800,10588,Bo Welch
6801,4970,Mathieu Kassovitz
6802,470,Alejandro González Iñárritu
6803,11042,Denys Arcand
6804,44708,Yee Chin-Yen
6805,10147,Terry Zwigoff
6806,10756,Rob Minkoff
6807,9562,Richard Donner
6808,36068,Henri Xhonneux
6809,11012,Louis Malle
6810,279714,Scott Hamilton Kennedy
6811,30068,Lucy Walker
6812,40913,Mike Newell
6813,158413,Aaron Lubarsky
6813,158413,Alexandra Pelosi
6814,9556,Sam Raimi
6815,13581,Basil Dearden
6815,13581,Charles Crichton
6815,13581,Alberto Cavalcanti
6815,13581,Robert Hamer
6816,1702,Stephen Norrington
6817,19184,Luc Besson
6818,24203,Walter Lang
6819,9065,Lars von Trier
6820,44479,Cheryl Dunye
6821,4823,Phil Joanou
6822,10168,Andrew Bergman
6823,10234,Michael Haneke
6824,38939,Freddie Francis
6825,10952,Mario Van Peebles
6826,14022,Richard Linklater
6827,860,John Badham
6828,41521,Henry Koster
6829,48035,Carl Theodor Dreyer
6830,5000,René Clément
6831,22744,Robert Stevenson
6832,17831,Jack Conway
6833,780,Carl Theodor Dreyer
6834,31510,Fred Niblo
6834,31510,Charles Brabin
6834,31510,Christy Cabanne
6834,31510,Rex Ingram
6834,31510,J.J. Cohn
6835,234,Robert Wiene
6836,899,D.W. Griffith
6837,8289,Michael Apted
6838,11583,Michael Crichton
6839,11002,Hugh Hudson
6840,6472,Hugh Wilson
6841,5143,Woody Allen
6842,11384,John Badham
6843,5227,Arthur Allan Seidelman
6844,8010,Russell Mulcahy
6845,10410,Danny DeVito
6846,47095,Michael Lessac
6847,10407,Frank Oz
6848,9292,Michael Lehmann
6849,11850,Philip Kaufman
6850,48745,Bernt Amadeus Capra
6851,2297,Steven Soderbergh
6852,951,Ivan Reitman
6853,10804,David S. Ward
6854,5765,Carl Schenkel
6855,9319,Tony Scott
6856,1643,Bernardo Bertolucci
6857,2007,George Miller
6858,10995,Jean-Jacques Annaud
6859,8047,Pedro Almodóvar
6860,2612,James Orr
6861,3112,Charles Laughton
6862,10413,Robert Harmon
6863,2611,Chris Columbus
6864,1825,Menahem Golan
6865,10538,Kevin Hooks
6866,11092,Alan J. Pakula
6867,18410,Jonathan Kaplan
6868,14904,Jocelyn Moorhouse
6869,19065,Nadia Tass
6870,3176,Kinji Fukasaku
6871,9261,Ang Lee
6872,5336,Pier Paolo Pasolini
6873,23908,Keith Gordon
6874,14671,Carl Reiner
6875,11509,Lawrence Kasdan
6876,10729,Howard Franklin
6876,10729,Bill Murray
6877,29437,David Cronenberg
6878,20763,Richard Donner
6879,2047,Russell Mulcahy
6880,14249,Tony Scott
6881,10021,Herbert Ross
6882,11634,Lukas Moodysson
6883,14746,Walter Hill
6884,11824,Rod Daniel
6885,8222,Pedro Almodóvar
6886,20067,Rodrigo García
6887,12395,Michael Apted
6888,9846,William Friedkin
6889,23719,George Gallo
6890,11986,Jean-Jacques Beineix
6891,1626,Jean-Luc Godard
6892,483,David Lynch
6893,10166,Nicolas Roeg
6894,6069,George Miller
6895,11018,Michael Cimino
6896,11676,Steve Oedekerk
6897,28293,Thornton Freeland
6898,28292,Mark Sandrich
6899,3681,Clive Donner
6900,43875,John Ford
6901,31798,William A. Seiter
6902,43436,Mervyn LeRoy
6903,20325,George Stevens
6904,17687,William A. Wellman
6905,19075,Max Reinhardt
6905,19075,William Dieterle
6906,41465,Michael Curtiz
6907,17641,Clarence Brown
6908,12545,Norman Jewison
6909,27972,Edmund Goulding
6910,898,John Frankenheimer
6911,2000,Werner Herzog
6912,648,Jean Cocteau
6913,618,D.W. Griffith
6914,44162,Tian Zhuangzhuang
6915,19120,Federico Fellini
6916,4024,Alain Resnais
6917,11316,Roman Polanski
6918,3089,Arthur Rosson
6918,3089,Howard Hawks
6919,29845,John Cassavetes
6920,995,John Ford
6921,1594,Blake Edwards
6922,32318,Buster Keaton
6922,32318,Donald Crisp
6923,11839,Melvin Frank
6923,11839,Norman Panama
6924,916,Peter Yates
6925,31509,D.W. Griffith
6926,1976,William Wyler
6927,31685,William Dieterle
6928,3062,Lloyd Bacon
6929,34456,Wesley Ruggles
6930,12708,Delbert Mann
6931,42045,Karel Reisz
6932,11610,Herbert Ross
6933,4939,Norman Jewison
6934,25016,Leslie Howard
6934,25016,Anthony Asquith
6935,15927,David Lean
6936,40423,Marcel Camus
6937,7857,Federico Fellini
6938,79,Zhang Yimou
6939,13912,Norman Z. McLeod
6940,70881,Clarence Brown
6941,987,Billy Wilder
6942,65869,Russell DeGrazier
6943,37749,Richard Brooks
6944,30140,Thomas Riedelsheimer
6945,33302,Christian Carion
6946,46932,John Boulting
6946,46932,Roy Boulting
6947,81,Hayao Miyazaki
6948,70423,Chris Menges
6949,11821,Michael Caton-Jones
6950,10023,Tom Mankiewicz
6951,51036,Tom Ropelewski
6952,11519,Steven Spielberg
6953,72087,Michael Corrente
6954,42238,Jean-Jacques Annaud
6955,15659,Colin Higgins
6956,18857,Kirk Wong
6957,33517,Wim Wenders
6957,33517,Michelangelo Antonioni
6958,27425,Yasuzô Masumura
6959,38953,David Lean
6960,74544,Joseph Losey
6961,41785,Nicolás Echevarría
6962,42740,William Wyler
6963,20126,Dario Argento
6964,827,Henri-Georges Clouzot
6965,11811,Mark Jones
6966,20043,Hiroyuki Yamaga
6967,16814,Barry L. Young
6967,16814,Tony Bill
6968,4368,Richard Friedman
6969,25431,George Cukor
6970,17685,Philippe de Broca
6971,2742,David Cronenberg
6972,22010,Ron Mann
6973,51145,Tom Gilroy
6974,32040,John Cassavetes
6975,48129,Geoff Burrowes
6976,3596,William Cameron Menzies
6977,120637,Jon Amiel
6978,24134,John Schlesinger
6979,18904,Delmer Daves
6980,37719,Sam Wood
6981,47364,Charles Band
6982,9063,Lars von Trier
6983,1818,François Truffaut
6984,255,François Truffaut
6985,10744,Wayne Kramer
6986,83505,Pablo Trapero
6987,10511,Jim Sheridan
6988,180399,Charles Atlas
6989,22289,Jonathan Karsh
6990,10028,Bille Woodruff
6991,616,Edward Zwick
6993,96393,A. Dean Bell
6994,587,Tim Burton
6995,21542,Troy Byer
6996,6964,Nancy Meyers
6997,1792,Peter Farrelly
6997,1792,Bobby Farrelly
6998,3635,Peter Webber
6999,41488,Norman Jewison
7000,122,Peter Jackson
7001,11820,Mike Newell
7002,8696,Nigel Cole
7003,12698,Errol Morris
7004,19187,Jonathan Kesselman
7005,11093,Vadim Perelman
7006,47952,John Henderson
7007,504,Patty Jenkins
7008,11007,Shawn Levy
7009,2289,Anthony Minghella
7010,9620,John Woo
7011,10601,P.J. Hogan
7012,52036,Robert Altman
7013,42418,Simon Wincer
7014,13433,Sue Brooks
7015,35712,Jean-Claude Brisseau
7016,14844,Andy Cadiff
7017,26710,Cheryl Dunye
7018,37088,Joan Churchill
7018,37088,Nick Broomfield
7019,31026,Nuri Bilge Ceylan
7020,5966,John Hamburg
7021,24034,Timothy Bjorklund
7022,10718,Joseph Kahn
7023,40427,Jafar Panahi
7024,14757,Siddiq Barmak
7025,11034,Jack Clayton
7026,25095,Peter Kosminsky
7027,26983,Robert Wise
