,id_movie,title,genres
1071,221,Rebel Without a Cause,drama
1072,702,A Streetcar Named Desire,drama
1073,25750,Children of the Corn IV: The Gathering,horror
1074,17642,The Leopard Son,documentary
1075,427043,Charm's  Incidents,comedy
1076,146341,Bird of Prey,crime drama
1077,9305,Microcosmos,documentary
1078,37616,Palookaville,comedy
1079,11112,The Associate,comedy
1080,21612,The Funeral,crime drama
1081,141210,The Sleepover,comedy horror
1082,102461,A Single Girl,drama
1083,36998,The Eighth Day,drama
1084,200383,North Star,action adventure drama western
1085,116844,Drunks,drama
1086,1630,The People vs. Larry Flynt,drama
1087,26626,Glory Daze,comedy
1088,124837,A Perfect Candidate,documentary
1089,11816,On Golden Pond,drama
1090,11843,The Return of the Pink Panther,comedy crime mystery
1091,10379,Drop Dead Fred,comedy family fantasy
1092,2756,The Abyss,action adventure science_fiction thriller
1093,790,The Fog,horror
1094,1103,Escape from New York,action science_fiction
1095,11298,The Howling,drama horror
1096,4480,Jean de Florette,drama
1097,4481,Manon of the Spring,drama
1098,49688,Johnny 100 Pesos,drama
1099,10765,Private Benjamin,comedy
1100,762,Monty Python and the Holy Grail,adventure comedy fantasy
1101,44497,Hustler White,drama romance
1102,85588,Dadetown,
1103,278621,Everything Relative,drama
1104,99479,Entertaining Angels - The Dorothy Day Story,drama
1105,55049,Three Lives and Only One Death,comedy crime
1106,124829,The Line King: The Al Hirschfeld Story,documentary
1107,79306,Snowriders,documentary
1108,356054,Curtis's Charm,
1109,10548,When We Were Kings,documentary
1110,531,The Wrong Trousers,animation comedy family
1111,104931,JLG/JLG: Self-Portrait in December,documentary
1112,4483,The Return of Martin Guerre,crime drama history mystery romance
1113,18919,Faust,animation drama fantasy
1114,31556,He Walked by Night,drama thriller
1115,26167,Raw Deal,crime
1116,26174,T-Men,crime thriller
1117,61461,The Children Are Watching Us,drama
1118,117500,Pastoral Symphony,drama
1119,218713,Here Comes Cookie,
1120,217802,Love In Bloom,
1121,127973,Six of a Kind,comedy
1122,659,The Tin Drum,drama history war
1123,30892,The Ruling Class,comedy drama
1124,86369,Mina Tannenbaum,comedy drama
1125,8074,2 or 3 Things I Know About Her,comedy drama
1126,124676,The Bloody Child,drama
1127,38554,Dear God,comedy
1128,49763,Bad Moon,horror
1129,41326,American Dream,documentary
1130,36555,Best of the Best 3: No Turning Back,action
1131,10608,Bob Roberts,comedy drama
1132,11216,Cinema Paradiso,drama romance
1133,7452,"The Cook, the Thief, His Wife & Her Lover",crime drama
1134,64567,Dead Tired,comedy
1135,892,Delicatessen,comedy fantasy science_fiction
1136,1600,The Double Life of Veronique,drama thriller
1137,26561,Enchanted April,drama romance
1138,975,Paths of Glory,drama war
1139,18129,The Grifters,crime drama
1140,54405,Hear My Song,comedy foreign
1141,150823,The Shooter,western
1142,409,The English Patient,drama romance war
1143,38251,Mediterraneo,comedy romance war
1144,10161,My Left Foot: The Story of Christy Brown,drama
1145,1412,"Sex, Lies, and Videotape",drama
1146,41768,Passion Fish,drama
1147,10409,Strictly Ballroom,comedy drama romance
1148,14285,The Thin Blue Line,crime documentary mystery
1149,2469,Tie Me Up! Tie Me Down!,comedy crime drama romance
1150,10174,Madonna: Truth or Dare,documentary music
1151,31225,Paris is Burning,documentary
1152,510,One Flew Over the Cuckoo's Nest,drama
1153,11455,Up in Smoke,comedy
1154,1891,The Empire Strikes Back,action adventure science_fiction
1155,2493,The Princess Bride,adventure comedy family fantasy romance
1156,85,Raiders of the Lost Ark,action adventure
1157,68,Brazil,comedy science_fiction
1158,679,Aliens,action horror science_fiction thriller
1159,429,"The Good, the Bad and the Ugly",western
1160,13446,Withnail & I,comedy drama
1161,389,12 Angry Men,drama
1162,947,Lawrence of Arabia,adventure drama history war
1163,185,A Clockwork Orange,drama science_fiction
1164,595,To Kill a Mockingbird,crime drama
1165,28,Apocalypse Now,drama war
1166,335,Once Upon a Time in the West,western
1167,1892,Return of the Jedi,action adventure science_fiction
1168,144,Wings of Desire,drama fantasy romance
1169,1092,The Third Man,mystery thriller
1170,769,GoodFellas,crime drama
1171,348,Alien,action horror science_fiction thriller
1172,766,Army of Darkness,comedy fantasy horror
1173,175,The Big Blue,adventure drama romance
1174,11645,Ran,action drama history
1175,10835,The Killer,action crime drama thriller
1176,539,Psycho,drama horror thriller
1177,525,The Blues Brothers,action comedy crime music
1178,240,The Godfather: Part II,crime drama
1179,600,Full Metal Jacket,drama war
1180,530,A Grand Day Out,adventure animation comedy family science_fiction
1181,10705,Henry V,action drama history romance war
1182,279,Amadeus,drama history music
1183,3109,The Quiet Man,comedy drama romance
1184,311,Once Upon a Time in America,crime drama
1185,1578,Raging Bull,drama
1186,703,Annie Hall,comedy drama romance
1187,9549,The Right Stuff,drama history
1188,1398,Stalker,drama science_fiction thriller
1189,387,Das Boot,action adventure drama history war
1190,9277,The Sting,comedy crime drama
1191,343,Harold and Maude,comedy drama romance
1192,37291,Trust,comedy drama
1193,490,The Seventh Seal,drama fantasy
1194,11235,Local Hero,comedy drama
1195,218,The Terminator,action science_fiction thriller
1196,763,Braindead,comedy horror
1197,9665,Glory,war
1198,18971,Rosencrantz & Guildenstern Are Dead,comedy drama
1199,696,Manhattan,comedy drama romance
1200,379,Miller's Crossing,crime drama thriller
1201,207,Dead Poets Society,drama
1202,37247,The Graduate,drama
1203,1480,Touch of Evil,crime drama thriller
1204,9322,La Femme Nikita,action thriller
1205,826,The Bridge on the River Kwai,drama history war
1206,422,8½,drama fantasy
1207,829,Chinatown,crime drama mystery thriller
1208,828,The Day the Earth Stood Still,drama science_fiction thriller
1209,3090,The Treasure of the Sierra Madre,action adventure drama western
1210,9964,Bad Taste,action comedy horror science_fiction
1211,3063,Duck Soup,comedy
1212,13667,Better Off Dead...,comedy
1213,694,The Shining,horror thriller
1214,235,Stand by Me,crime drama
1215,832,M,action crime drama thriller
1216,765,Evil Dead II,comedy fantasy horror
1217,5925,The Great Escape,adventure drama history thriller war
1218,11778,The Deer Hunter,drama war
1219,4485,Diva,action drama music thriller
1220,137,Groundhog Day,comedy drama fantasy romance
1221,33,Unforgiven,western
1222,982,The Manchurian Candidate,mystery thriller
1223,8428,Pump up the Volume,drama music
1224,212,Arsenic and Old Lace,comedy crime
1225,105,Back to the Future,adventure comedy family science_fiction
1226,1633,Fried Green Tomatoes,comedy drama
1227,11202,Patton,drama history war
1228,1554,Down by Law,comedy crime drama
1229,149,Akira,animation science_fiction
1230,8009,Highlander,action adventure fantasy
1231,903,Cool Hand Luke,crime drama
1232,11673,Cyrano de Bergerac,comedy drama history romance
1233,3034,Young Frankenstein,comedy science_fiction
1234,339,Night on Earth,comedy drama
1235,10404,Raise the Red Lantern,drama
1236,914,The Great Dictator,comedy
1237,756,Fantasia,animation family music
1238,288,High Noon,western
1239,910,The Big Sleep,crime drama mystery thriller
1240,2640,Heathers,comedy drama thriller
1241,16633,Somewhere in Time,drama fantasy romance science_fiction
1242,665,Ben-Hur,action adventure drama history
1243,11031,This Is Spinal Tap,comedy music
1244,11314,Koyaanisqatsi,documentary music
1245,15143,Some Kind of Wonderful,drama romance
1246,89,Indiana Jones and the Last Crusade,action adventure
1247,10322,Being There,comedy drama
1248,783,Gandhi,drama history
1249,10644,The Unbearable Lightness of Being,comedy romance
1250,11257,A Room with a View,drama romance
1251,14370,Real Genius,comedy romance
1252,12104,Pink Floyd: The Wall,music
1253,625,The Killing Fields,drama history war
1254,8816,My Life as a Dog,comedy drama
1255,830,Forbidden Planet,action adventure science_fiction
1256,2323,Field of Dreams,drama fantasy
1257,983,The Man Who Would Be King,adventure drama
1258,642,Butch Cassidy and the Sundance Kid,crime drama history western
1259,655,"Paris, Texas",drama
1260,10341,Until the End of the World,action drama science_fiction thriller
1261,639,When Harry Met Sally...,comedy drama romance
1262,266022,I Shot a Man in Vegas,
1263,168450,Parallel Sons,
1264,30180,Hype!,documentary music
1265,31388,Santa with Muscles,comedy family
1266,41801,Female Perversions,drama romance
1267,66034,Mad Dog Time,action comedy crime drama
1268,348138,Breathing Room,comedy romance
1269,96288,Paris Was a Woman,documentary
1270,61536,I'm Not Rappaport,comedy
1271,18762,Blue Juice,comedy romance
1272,331367,Kids of Survival,
1273,8077,Alien³,action horror science_fiction
1274,814,An American Werewolf in London,comedy horror
1275,41671,Amityville: It's About Time,horror
1276,27214,Amityville 3-D,horror thriller
1277,52263,Amityville: Dollhouse,horror
1278,33519,Amityville: A New Generation,horror
1279,16235,Amityville II: The Possession,horror
1280,11449,The Amityville Horror,drama horror thriller
1281,41848,The Amityville Curse,horror
1282,25944,Blood for Dracula,horror
1283,24913,April Fool's Day,horror mystery
1284,49126,Audrey Rose,drama fantasy horror thriller
1285,32076,The Believers,crime drama horror mystery thriller
1286,571,The Birds,horror
1287,8851,The Blob,horror science_fiction
1288,37843,Blood Beach,comedy horror science_fiction
1289,32146,Body Parts,horror thriller
1290,30346,The Body Snatcher,horror thriller
1291,6114,Dracula,horror romance
1292,229,Bride of Frankenstein,horror science_fiction
1293,13549,Burnt Offerings,horror
1294,9529,Candyman,drama horror thriller
1295,1598,Cape Fear,crime thriller
1296,11349,Cape Fear,drama thriller
1297,7340,Carrie,horror thriller
1298,6217,Cat People,drama fantasy horror thriller
1299,377,A Nightmare on Elm Street,horror
1300,653,Nosferatu,fantasy horror
1301,28198,Vampire in Venice,horror
1302,794,The Omen,horror thriller
1303,31640,Blood and Wine,crime drama thriller
1304,8744,Albino Alligator,crime drama thriller
1305,25189,The Mirror Has Two Faces,comedy drama romance
1306,145,Breaking the Waves,drama romance
1307,2212,Nightwatch,action drama horror mystery thriller
1308,199,Star Trek: First Contact,action adventure science_fiction thriller
1309,7863,Shine,drama
1310,12498,Sling Blade,drama
1311,9279,Jingle All the Way,comedy family
1312,53234,Identification of a Woman,drama romance
1313,17204,Paradise Lost: The Child Murders at Robin Hood Hills,documentary drama
1314,21539,The Preacher's Wife,comedy drama family fantasy romance science_fiction
1315,85589,Zero Kelvin,drama thriller
1316,12709,Ridicule,comedy drama romance
1317,20539,The Crucible,drama history
1318,11674,101 Dalmatians,comedy family
1319,199512,The Forbidden Christ,drama
1320,64900,I Can't Sleep,drama mystery
1321,1573,Die Hard 2,action thriller
1322,152,Star Trek: The Motion Picture,adventure mystery science_fiction
1323,174,Star Trek VI: The Undiscovered Country,action adventure science_fiction thriller
1324,172,Star Trek V: The Final Frontier,action adventure science_fiction thriller
1325,154,Star Trek II: The Wrath of Khan,action adventure science_fiction thriller
1326,157,Star Trek III: The Search for Spock,action adventure science_fiction thriller
1327,168,Star Trek IV: The Voyage Home,adventure science_fiction
1328,364,Batman Returns,action fantasy
1329,11967,Young Guns,action adventure crime drama western
1330,9086,Young Guns II,adventure western
1331,621,Grease,romance
1332,9037,Grease 2,comedy drama family music romance
1333,10173,Marked for Death,action thriller
1334,55687,Adrenalin: Fear the Rush,action science_fiction thriller
1335,168535,The Substance of Fire,drama
1336,8845,Under Siege,action thriller
1337,46681,Terror in a Texas Town,action western
1338,578,Jaws,adventure horror thriller
1339,579,Jaws 2,horror thriller
1340,17692,Jaws 3-D,horror thriller
1341,17795,My Fellow Americans,comedy drama
1342,75,Mars Attacks!,comedy fantasy science_fiction
1343,13891,Citizen Ruth,comedy drama
1344,9390,Jerry Maguire,comedy drama romance
1345,378,Raising Arizona,comedy crime
1346,10896,Tin Men,comedy drama
1347,2322,Sneakers,comedy crime drama
1348,41240,Bastard Out of Carolina,drama
1349,26949,In Love and War,drama romance
1350,9819,Marvin's Room,drama
1351,49799,Somebody Is Waiting,drama
1352,31908,Ghosts of Mississippi,drama history
1353,46027,Night Falls on Manhattan,crime drama
1354,3179,Beavis and Butt-Head Do America,animation comedy
1355,1802,La Cérémonie,drama thriller
1356,4232,Scream,crime horror mystery
1357,9361,The Last of the Mohicans,action adventure drama history romance war
1358,2928,Michael,comedy drama fantasy
1359,30285,The Evening Star,comedy drama family romance
1360,10549,Hamlet,drama
1361,58102,Some Mother's Son,drama history
1362,18451,The Whole Wide World,drama romance
1363,27265,Mother,comedy
1364,49935,Thieves,crime drama romance
1365,8818,Evita,drama history music
1366,36758,The Portrait of a Lady,drama romance
1367,36040,Walkabout,adventure drama
1368,74239,Message to Love: The Isle of Wight Festival,documentary music
1369,9415,Murder at 1600,action crime drama mystery thriller
1370,55146,Hearts and Minds,documentary drama foreign romance thriller
1371,303693,Inside,crime drama tv_movie
1372,12145,Fierce Creatures,comedy romance
1373,42424,Zeus & Roxanne,action adventure comedy family romance
1374,34314,Turbulence,action crime thriller
1375,2892,Angel Baby,drama
1376,9404,First Strike,action adventure comedy crime drama thriller
1377,85242,Underworld,action comedy drama thriller
1378,9622,Beverly Hills Ninja,action comedy
1379,8860,Metro,action adventure comedy crime thriller
1380,197537,The Machine,horror science_fiction thriller
1381,66597,Falling in Love Again,drama romance
1382,14832,The Cement Garden,drama
1383,9619,Dante's Peak,action adventure thriller
1384,40506,Meet Wally Sparks,comedy
1385,31000,Amos & Andrew,action comedy
1386,4104,Benny & Joon,comedy drama romance
1387,26306,Prefontaine,drama romance
1388,203829,A Tickle in the Heart,documentary
1389,43775,Guantanamera,comedy drama foreign romance
1390,14908,McHale's Navy,action comedy romance
1391,784,Kolya,comedy drama music
1392,12489,Gridlock'd,comedy crime drama
1393,168283,Fire on the Mountain,documentary
1394,16448,Waiting for Guffman,comedy music
1395,55936,Prisoner of the Mountains,drama war
1396,17894,The Beautician and the Beast,comedy romance
1397,28059,SubUrbia,comedy drama
1398,58911,Hotel de Love,comedy foreign romance
1399,17949,The Pest,action comedy
1400,1968,Fools Rush In,comedy drama romance
1401,61563,Touch,action comedy drama foreign romance
1402,66,Absolute Power,crime drama thriller
1403,20735,That Darn Cat,comedy family
1404,11419,Vegas Vacation,comedy
1405,333165,Unforgotten: Twenty-Five Years After Willowbrook,
1406,25796,That Old Feeling,comedy drama romance
1407,638,Lost Highway,drama mystery thriller
1408,25624,Rosewood,drama history
1409,9366,Donnie Brasco,crime drama thriller
1410,60083,Salut cousin !,comedy
1411,21915,Booty Call,comedy
1412,90928,Rhyme & Reason,documentary
1413,50091,Boys Life 2,drama romance
1414,18420,City of Industry,crime drama thriller
1415,19952,Best Men,comedy romance
1416,9446,Jungle 2 Jungle,comedy family
1417,28005,Kama Sutra - A Tale of Love,drama history romance
1418,9403,Private Parts,comedy drama
1419,27322,Love Jones,comedy drama romance
1420,10003,The Saint,action adventure romance science_fiction thriller
1421,9311,Smilla's Sense of Snow,action crime drama mystery thriller
1422,11844,The Van,comedy drama
1423,884,Crash,drama romance thriller
1424,49806,The Daytrippers,comedy drama mystery
1425,1624,Liar Liar,comedy
1426,88423,The Quiet Room,drama foreign
1427,16052,Selena,drama
1428,4477,The Devil's Own,crime drama thriller
1429,24662,Cats Don't Dance,animation comedy family music
1430,18423,B.A.P.S.,action comedy
1431,76996,Love and Other Catastrophes,comedy romance
1432,6499,Turbo: A Power Rangers Movie,action adventure family fantasy science_fiction thriller
1433,50512,Anna Karenina,drama romance
1434,9405,Double Team,action science_fiction
1435,12723,Inventing the Abbotts,drama romance
1436,9360,Anaconda,adventure horror thriller
1437,9434,Grosse Pointe Blank,action comedy romance thriller
1438,118991,Keys to Tulsa,crime drama thriller
1439,21626,Kissed,drama romance
1440,13982,8 Heads in a Duffel Bag,comedy crime
1441,93946,Hollow Reed,drama
1442,77223,Paradise Road,drama history war
1443,31465,Traveller,crime drama
1444,12793,All Over Me,drama romance
1445,102878,A Brother's Kiss,drama
1446,105763,A Chef in Love,comedy drama foreign romance
1447,9611,Romy and Michele's High School Reunion,comedy
1448,47694,Temptress Moon,drama foreign romance
1449,10357,Volcano,action drama science_fiction thriller
1450,9977,Children of the Revolution,comedy drama
1451,816,Austin Powers: International Man of Mystery,comedy crime science_fiction
1452,2163,Breakdown,action drama thriller
1453,124680,Broken English,drama romance
1454,16399,Commandments,comedy drama romance
1455,124843,Ripe,drama
1456,31017,"Truth or Consequences, N.M.",action crime drama romance thriller
1457,24645,The Turning,drama
1458,49478,Warriors of Virtue,action family fantasy
1459,12499,Fathers' Day,comedy family
1460,18,The Fifth Element,action adventure fantasy science_fiction thriller
1461,68545,Intimate Relations,
1462,1811,Nowhere,comedy drama science_fiction
1463,109614,Losing Chase,drama romance
1464,60082,Sprung,comedy romance
1465,53023,Le Bonheur,drama romance
1466,64802,Love! Valour! Compassion!,drama
1467,11239,Shall We Dance?,comedy drama music romance
1468,50850,The Second Jungle Book: Mowgli & Baloo,adventure family
1469,15321,Twin Town,comedy drama
1470,2058,Addicted to Love,comedy romance
1471,9450,Brassed Off,comedy drama romance
1472,125021,The Designated Mourner,
1473,330,The Lost World: Jurassic Park,action adventure science_fiction
1474,38523,Ponette,drama foreign
1475,16375,Schizopolis,comedy
1476,33660,Shiloh,drama family
1477,59232,The War at Home,drama
1478,45671,Rough Magic,comedy drama fantasy romance
1479,17770,Trial and Error,comedy romance
1480,15170,Buddy,adventure comedy family
1481,1701,Con Air,action crime thriller
1482,201445,Late Bloomers,
1483,26422,The Pillow Book,drama foreign romance
1484,124642,To Have (Or Not),drama romance
1485,1639,Speed 2: Cruise Control,action adventure thriller
1486,49235,Squeeze,crime drama
1487,106129,Sudden Manhattan,comedy thriller
1488,291634,The Next Step,
1489,107743,Wedding Bell Blues,comedy romance
1490,415,Batman & Robin,action crime fantasy
1491,47686,Dream with the Fishes,comedy
1492,65889,Roseanna's Grave,comedy drama romance
1493,11103,Head Above Water,comedy thriller
1494,11970,Hercules,adventure animation comedy family fantasy romance
1495,34941,The Last Time I Committed Suicide,drama
1496,407992,MURDER and murder,drama romance
1497,8874,My Best Friend's Wedding,comedy romance
1498,17991,Tetsuo II: Body Hammer,drama horror science_fiction thriller
1499,11956,When the Cat's Away,comedy
1500,266,Contempt,drama
1501,754,Face/Off,action crime science_fiction thriller
1502,37567,Fall,drama romance
1503,43771,Gabbeh,drama mystery romance
1504,124834,Mondo,drama
1505,249358,The Innocent Sleep,thriller
1506,111367,For Ever Mozart,comedy drama war
1507,607,Men in Black,action adventure comedy science_fiction
1508,18080,Out to Sea,comedy romance
1509,38225,Wild America,family
1510,17834,A Simple Wish,adventure comedy family fantasy
1511,686,Contact,drama mystery science_fiction
1512,65046,Love Serenade,comedy foreign romance
1513,4421,G.I. Jane,action drama
1514,9387,Conan the Barbarian,action adventure fantasy
1515,10603,George of the Jungle,adventure comedy family romance
1516,2142,Cop Land,action crime drama
1517,8413,Event Horizon,horror mystery science_fiction
1518,10336,Spawn,action adventure fantasy horror science_fiction thriller
1519,20737,Air Bud,comedy drama family
1520,9413,Picture Perfect,comedy romance
1521,14585,In the Company of Men,comedy drama
1522,18519,Free Willy 3: The Rescue,adventure
1523,49462,Career Girls,drama
1524,8834,Conspiracy Theory,action drama mystery thriller
1525,9458,Desperate Measures,action drama thriller
1526,8854,Steel,action adventure science_fiction
1527,38295,She's So Lovely,drama romance thriller
1528,22073,Hoodlum,crime drama
1529,37244,Leave it to Beaver,adventure comedy drama family
1530,4961,Mimic,fantasy horror thriller
1531,9416,Money Talks,action adventure comedy
1532,26180,Excess Baggage,action comedy romance
1533,17832,Kull the Conqueror,action adventure fantasy science_fiction
1534,9772,Air Force One,action thriller
1535,6072,One Eight Seven,drama thriller
1536,1669,The Hunt for Red October,action adventure thriller
1537,468,My Own Private Idaho,drama romance
1538,32519,"Kiss Me, Guido",comedy
1539,108401,Star Maps,comedy drama
1540,10806,In & Out,comedy romance
1541,9433,The Edge,action adventure drama
1542,6623,The Peacemaker,action thriller
1543,2118,L.A. Confidential,crime drama mystery thriller
1544,978,Seven Years in Tibet,adventure drama history
1545,9437,Kiss the Girls,crime drama mystery thriller
1546,29461,Soul Food,comedy drama
1547,56651,Kicked in the Head,comedy crime drama romance
1548,10351,Wishmaster,horror
1549,66588,A Thousand Acres,drama
1550,2649,The Game,drama mystery thriller
1551,14289,Fire Down Below,action adventure crime thriller
1552,10155,U Turn,thriller
1553,75250,The Locusts,drama romance
1554,20457,The Matchmaker,comedy romance
1555,18355,The Assignment,action crime thriller
1556,33657,A Smile Like Yours,comedy romance
1557,55306,Ulee's Gold,drama
1558,68924,The Ice Storm,drama
1559,36434,Stag,thriller
1560,2255,Chasing Amy,comedy drama romance
1561,28353,Def Jam's How to Be a Player,comedy romance
1562,9427,The Full Monty,comedy
1563,172545,Alive and Kicking,comedy drama
1564,17589,Mrs Brown,drama history romance
1565,3597,I Know What You Did Last Summer,horror mystery thriller
1566,1813,The Devil's Advocate,drama horror mystery thriller
1567,36797,RocketMan,comedy family science_fiction
1568,12628,Playing God,action crime drama thriller
1569,33344,The House of Yes,comedy drama
1570,25099,"Fast, Cheap & Out of Control",documentary
1571,45019,Washington Square,drama romance
1572,63437,Telling Lies In America,drama music
1573,62422,Year of the Horse,documentary music
1574,782,Gattaca,mystery romance science_fiction thriller
1575,29911,FairyTale: A True Story,drama family fantasy mystery
1576,9827,Phantoms,horror science_fiction thriller
1577,1959,Swept from the Sea,drama romance
1578,251481,Wonderland,documentary
1579,8067,A Life Less Ordinary,comedy drama fantasy romance science_fiction thriller
1580,125052,Hurricane Streets,crime drama romance
1581,45153,Eve's Bayou,drama
1582,10871,Switchback,action adventure mystery thriller
1583,14398,Gang Related,action drama
1584,10890,Stripes,action comedy
1585,99002,Nenette and Boni,drama
1586,1281,Bean,comedy
1587,32332,Hugo Pool,comedy romance
1588,9770,Mad City,action drama thriller
1589,12616,One Night Stand,drama
1590,34838,The Tango Lesson,drama foreign music romance
1591,14905,Welcome to Sarajevo,drama history war
1592,14583,Deceiver,crime drama mystery thriller
1593,11975,The Rainmaker,crime drama thriller
1594,4995,Boogie Nights,drama
1595,9281,Witness,crime drama romance thriller
1596,45928,Incognito,crime thriller
1597,563,Starship Troopers,action adventure science_fiction thriller
1598,61337,Critical Care,comedy drama
1599,19931,The Joy Luck Club,drama
1600,31535,Chairman of the Board,comedy
1601,10215,Sliding Doors,comedy drama fantasy romance
1602,9823,Mortal Kombat: Annihilation,action fantasy science_fiction
1603,37165,The Truman Show,comedy drama
1604,45609,The Wings of the Dove,drama romance
1605,38904,Mrs. Dalloway,drama romance
1606,45565,"I Love You, I Love You Not",drama family romance
1607,9407,Red Corner,crime drama thriller
1608,4824,The Jackal,action adventure crime thriller
1609,9444,Anastasia,animation family
1610,9414,The Man Who Knew Too Little,action comedy crime thriller
1611,8078,Alien: Resurrection,action horror science_fiction
1612,29938,Alien Escape,horror science_fiction
1613,11831,Amistad,drama history mystery
1614,2895,The Apostle,drama
1615,39177,Artemisia,drama history
1616,19601,Bent,drama history romance
1617,124606,Bang,drama
1618,42832,The Boys,comedy
1619,22797,The Butcher Boy,comedy drama
1620,2639,Deconstructing Harry,comedy drama
1621,9574,Flubber,comedy family science_fiction
1622,10371,For Richer or Poorer,comedy
1623,489,Good Will Hunting,drama
1624,167738,Guy,
1625,293820,Tar,
1626,9714,Home Alone 3,comedy family
1627,102406,Ill Gotten Gains,drama
1628,170430,Man of Her Dreams,drama horror
1629,8197,Midnight in the Garden of Good and Evil,crime drama mystery thriller
1630,6283,MouseHunt,comedy family
1631,279698,Never Met Picasso,
1632,49728,Office Killer,comedy horror thriller
1633,64562,Other Voices Other Rooms,drama
1634,4233,Scream 2,horror mystery
1635,191874,Stranger in the House,thriller
1636,10217,The Sweet Hereafter,drama
1637,438108,Time Tracers,science_fiction
1638,597,Titanic,drama romance thriller
1639,714,Tomorrow Never Dies,action adventure thriller
1640,52537,Twisted,drama
1641,12799,Full Speed,drama romance
1642,62394,The Education of Little Tree,drama
1643,9922,The Postman,adventure drama
1644,547,The Horse Whisperer,drama romance
1645,25994,The Winter Guest,drama
1646,184,Jackie Brown,comedy crime romance
1647,9746,Kundun,drama
1648,9438,Mr. Magoo,comedy family
1649,115,The Big Lebowski,comedy crime
1650,26941,Afterglow,comedy drama romance
1651,27103,My Life in Pink,comedy drama
1652,9410,Great Expectations,comedy drama romance
1653,32302,3 Ninjas: High Noon at Mega Mountain,action comedy family
1654,216794,Men of Means,action drama
1655,88863,Caught Up,crime drama thriller
1656,154821,Arguing the World,
1657,41417,Firestorm,action adventure thriller
1658,12538,Senseless,comedy romance
1659,586,Wag the Dog,comedy drama
1660,2666,Dark City,mystery science_fiction
1661,46338,The Leading Man,drama romance thriller
1662,54007,Star Kid,action adventure family science_fiction
1663,11258,Hard Rain,thriller
1664,9490,Half Baked,comedy crime
1665,9411,Fallen,crime drama fantasy thriller
1666,25719,Shooting Fish,comedy crime romance
1667,9033,The Prophecy II,fantasy horror thriller
1668,11220,Fallen Angels,action drama romance
1669,21253,Four Days in September,action drama foreign history thriller
1670,6116,Spice World,adventure comedy drama fantasy music
1671,9457,Deep Rising,action adventure horror science_fiction
1672,281289,Tainted,comedy thriller
1673,43911,A Letter from Death Row,crime drama mystery
1674,39424,Music from Another Room,comedy drama romance
1675,44361,Mother and Son,drama
1676,11702,The Replacement Killers,action crime drama thriller
1677,2923,B. Monkey,crime drama romance
1678,12238,The Night Flier,fantasy horror mystery
1679,11568,Blues Brothers 2000,action comedy crime music
1680,41577,Tokyo Fist,action drama romance thriller
1681,66894,Ride,comedy
1682,11003,The Wedding Singer,comedy romance
1683,10153,Sphere,science_fiction
1684,49645,Ayn Rand: A Sense of Life,documentary
1685,47112,A Further Gesture,drama romance thriller
1686,102732,Little City,comedy romance
1687,30949,Palmetto,crime drama mystery romance thriller
1688,2898,As Good as It Gets,comedy romance
1689,9558,King of New York,crime thriller
1690,83593,A Paralyzing Fear: The Story of Polio in America,documentary
1691,320011,Men with Guns,crime drama
1692,26269,Twilight,crime drama mystery thriller
1693,11808,U.S. Marshals,action crime thriller
1694,6970,Welcome to Woop Woop,adventure comedy fantasy music
1695,47452,Love and Death on Long Island,drama foreign romance
1696,18205,Midaq Alley,drama
1697,36943,In God's Hands,adventure
1698,21736,Everest,adventure documentary
1699,17941,Hush,drama thriller
1700,10668,Suicide Kings,action comedy crime drama thriller
1701,9313,The Man in the Iron Mask,action adventure drama
1702,42807,The Newton Boys,action crime drama
1703,617,Wild Things,thriller
1704,36568,Paulie,comedy family
1705,37272,"A Cool, Dry Place",drama romance
1706,5910,Fireworks,crime drama
1707,9440,Primary Colors,comedy drama
1708,53092,"Niagara, Niagara",drama romance
1709,32911,Wide Awake,comedy drama family
1710,44308,A Price Above Rubies,drama romance
1711,124821,Eden,drama
1712,32456,Two Girls and a Guy,drama romance
1713,93350,No Looking Back,comedy drama romance
1714,62695,Storefront Hitchcock,documentary
1715,32144,The Proposition,drama romance
1716,17127,The Object of My Affection,comedy drama romance
1717,40688,Meet the Deedles,animation comedy family
1718,17133,Homegrown,action comedy crime drama thriller
1719,19848,The Players Club,drama
1720,17644,Barney's Great Adventure,family
1721,1774,The Big One,documentary
1722,30265,Chinese Box,drama romance
1723,2157,Lost in Space,adventure family science_fiction
1724,70581,Heaven's Burning,action crime drama thriller
1725,8838,Mercury Rising,action crime drama thriller
1726,29193,The Spanish Prisoner,crime drama mystery thriller
1727,795,City of Angels,drama fantasy romance
1728,16980,The Last Days of Disco,comedy drama romance
1729,27472,The Odd Couple II,adventure comedy
1730,47881,My Giant,comedy drama family
1731,9469,He Got Game,drama
1732,12488,The Gingerbread Man,thriller
1733,98499,Illtown,
1734,81367,Slappy and the Stinkers,adventure family
1735,267,Live Flesh,drama romance thriller
1736,16148,Zero Effect,comedy crime mystery thriller
1737,21252,Nil by Mouth,drama
1738,73135,Ratchet,thriller
1739,9449,The Borrowers,action adventure comedy family fantasy
1740,6264,Prince Valiant,adventure fantasy
1741,90414,"I Love You, Don't Touch Me!",comedy romance
1742,188870,Leather Jacket Love Story,comedy drama romance
1743,215373,Love Walked In,drama thriller
1744,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",comedy
1745,15513,Kissing a Fool,comedy romance
